[rosmaster.main][INFO] 2024-10-29 16:14:06,802: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-10-29 16:14:06,803: Starting ROS Master Node
[rosmaster.master][INFO] 2024-10-29 16:14:10,270: +SERVICE [/gazebo/clear_joint_forces] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:10,274: +SERVICE [/gazebo/clear_body_wrenches] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:10,275: +SERVICE [/gazebo/reset_simulation] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:10,277: +SERVICE [/gazebo/reset_world] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:10,281: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,282: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,283: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,284: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,285: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,286: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,287: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,288: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,291: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,294: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,296: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,296: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,297: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,299: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,299: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,305: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,310: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,312: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,313: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,313: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,315: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,316: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,317: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,318: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,318: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,319: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,320: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,321: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,325: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:10,326: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:12,488: +SERVICE [/webcam/set_camera_info] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:12,564: +SERVICE [/webcam/set_parameters] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:12,566: +PUB [/webcam/parameter_descriptions] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:12,576: +PUB [/webcam/parameter_updates] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:12,580: +PARAM [/webcam/imager_rate] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:12,581: +PARAM [/webcam/imager_rate] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,008: +PUB [/webcam/image_raw/compressedDepth] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,009: +SERVICE [/webcam/image_raw/compressedDepth/set_parameters] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,010: +PUB [/webcam/image_raw/compressedDepth/parameter_descriptions] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,016: +PUB [/webcam/image_raw/compressedDepth/parameter_updates] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,022: +PARAM [/webcam/image_raw/compressedDepth/format] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,024: +PARAM [/webcam/image_raw/compressedDepth/depth_max] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,025: +PARAM [/webcam/image_raw/compressedDepth/depth_quantization] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,027: +PARAM [/webcam/image_raw/compressedDepth/png_level] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,028: +PARAM [/webcam/image_raw/compressedDepth/format] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,029: +PARAM [/webcam/image_raw/compressedDepth/depth_max] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,029: +PARAM [/webcam/image_raw/compressedDepth/depth_quantization] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,030: +PARAM [/webcam/image_raw/compressedDepth/png_level] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,072: +PUB [/webcam/image_raw/compressed] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,074: +SERVICE [/webcam/image_raw/compressed/set_parameters] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,076: +PUB [/webcam/image_raw/compressed/parameter_descriptions] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,077: +PUB [/webcam/image_raw/compressed/parameter_updates] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,084: +PARAM [/webcam/image_raw/compressed/format] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,086: +PARAM [/webcam/image_raw/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,088: +PARAM [/webcam/image_raw/compressed/jpeg_progressive] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,090: +PARAM [/webcam/image_raw/compressed/jpeg_optimize] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,092: +PARAM [/webcam/image_raw/compressed/jpeg_restart_interval] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,093: +PARAM [/webcam/image_raw/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,095: +PARAM [/webcam/image_raw/compressed/format] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,096: +PARAM [/webcam/image_raw/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,097: +PARAM [/webcam/image_raw/compressed/jpeg_progressive] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,098: +PARAM [/webcam/image_raw/compressed/jpeg_optimize] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,107: +PARAM [/webcam/image_raw/compressed/jpeg_restart_interval] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,110: +PARAM [/webcam/image_raw/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,129: +PUB [/webcam/image_raw] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,143: +PUB [/webcam/image_raw/theora] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,144: +SERVICE [/webcam/image_raw/theora/set_parameters] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,145: +PUB [/webcam/image_raw/theora/parameter_descriptions] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,150: +PUB [/webcam/image_raw/theora/parameter_updates] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:14:13,155: +PARAM [/webcam/image_raw/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,156: +PARAM [/webcam/image_raw/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,157: +PARAM [/webcam/image_raw/theora/quality] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,158: +PARAM [/webcam/image_raw/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,160: +PARAM [/webcam/image_raw/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,161: +PARAM [/webcam/image_raw/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,162: +PARAM [/webcam/image_raw/theora/quality] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,163: +PARAM [/webcam/image_raw/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2024-10-29 16:14:13,165: +PUB [/webcam/camera_info] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:30,995: -SUB [/gazebo/set_link_state] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:30,999: -SUB [/gazebo/set_model_state] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,013: -PUB [/clock] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,018: -PUB [/gazebo/link_states] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,021: -PUB [/gazebo/model_states] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,023: -PUB [/gazebo/performance_metrics] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,025: -SERVICE [/gazebo/spawn_sdf_model] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,034: -SERVICE [/gazebo/spawn_urdf_model] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,035: -SERVICE [/gazebo/delete_model] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,036: -SERVICE [/gazebo/delete_light] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,037: -SERVICE [/gazebo/get_model_properties] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,037: -SERVICE [/gazebo/get_model_state] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,038: -SERVICE [/gazebo/get_world_properties] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,039: -SERVICE [/gazebo/get_joint_properties] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,040: -SERVICE [/gazebo/get_link_properties] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,040: -SERVICE [/gazebo/get_link_state] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,041: -SERVICE [/gazebo/get_light_properties] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,042: -SERVICE [/gazebo/set_light_properties] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,042: -SERVICE [/gazebo/get_physics_properties] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,043: -SERVICE [/gazebo/set_link_properties] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,044: -SERVICE [/gazebo/set_physics_properties] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,044: -SERVICE [/gazebo/set_model_state] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,045: -SERVICE [/gazebo/set_model_configuration] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,046: -SERVICE [/gazebo/set_joint_properties] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,052: -SERVICE [/gazebo/set_link_state] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,052: -SERVICE [/gazebo/pause_physics] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,053: -SERVICE [/gazebo/unpause_physics] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,054: -SERVICE [/gazebo/apply_body_wrench] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,054: -SERVICE [/gazebo/apply_joint_effort] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,055: -SERVICE [/gazebo/clear_joint_forces] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,056: -SERVICE [/gazebo/clear_body_wrenches] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,057: -SERVICE [/gazebo/reset_simulation] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,058: -SERVICE [/gazebo/reset_world] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,060: -PUB [/gazebo/parameter_descriptions] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,060: publisherUpdate[/clock] -> http://DESKTOP-R7B102G:37891/ []
[rosmaster.master][INFO] 2024-10-29 16:18:31,061: -PUB [/gazebo/parameter_updates] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,062: publisherUpdate[/clock] -> http://DESKTOP-R7B102G:37891/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-10-29 16:18:31,063: -SERVICE [/gazebo/set_parameters] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,064: publisherUpdate[/clock] -> http://DESKTOP-R7B102G:34431/ []
[rosmaster.master][INFO] 2024-10-29 16:18:31,070: publisherUpdate[/clock] -> http://DESKTOP-R7B102G:34431/ []: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-10-29 16:18:31,070: publisherUpdate[/clock] -> http://DESKTOP-R7B102G:44057/ []
[rosmaster.master][INFO] 2024-10-29 16:18:31,072: publisherUpdate[/clock] -> http://DESKTOP-R7B102G:44057/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-10-29 16:18:31,072: -PUB [/webcam/camera_info] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,074: -SERVICE [/webcam/set_camera_info] /gazebo rosrpc://DESKTOP-R7B102G:36001
[rosmaster.master][INFO] 2024-10-29 16:18:31,075: -PUB [/webcam/image_raw/compressedDepth] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,075: -PUB [/webcam/image_raw/compressed] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,076: -PUB [/webcam/image_raw] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,077: -PUB [/webcam/image_raw/theora] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,078: -PUB [/webcam/image_raw/compressedDepth/parameter_descriptions] /gazebo http://DESKTOP-R7B102G:34431/
[rosmaster.master][INFO] 2024-10-29 16:18:31,079: -PUB [/webcam/image_raw/compressedDepth/parameter_updates] /gazebo http://DESKTOP-R7B102G:34431/
